first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt,DTI,Approvals
Allyce,Dunphie,NC,42482.66,19,632,25,157335.15,3.8,6460.77,63675.21,1.5,Denied
Amalle,Silberschatz,NV,51469.02,19,398,44,485743.66,2.5,9643.83,29005.44,0.56,Denied
Henrieta,Burchnall,IN,40275.15,12,744,36,296372.54,3.0,3014.83,47093.59,1.17,Denied
Claudius,Mordon,AZ,57429.23,14,458,70,92391.24,3.5,8890.15,28308.52,0.49,Denied
Celeste,Milburne,AR,35110.51,15,650,40,345371.43,3.7,5136.94,74628.73,2.13,Denied
Eugine,Ganning,OR,57185.87,15,440,72,336002.38,3.0,6089.71,60880.62,1.06,Denied
Leia,True,IA,29953.65,30,420,53,302463.7,3.8,8508.35,66710.7,2.23,Denied
Teodoor,Drayson,VA,38534.56,5,807,84,265836.25,3.3,9520.64,74469.73,1.93,Denied
Skipper,Davidovitz,TX,52368.4,13,502,27,28064.38,3.4,9065.58,26204.6,0.5,Denied
Danny,Whyman,TX,31774.11,11,816,49,340392.13,3.4,4546.77,55553.37,1.75,Denied
Ruggiero,Whitlock,CA,38496.46,5,815,38,214679.38,2.8,-562.06,2177.17,0.06,Approved
Brandtr,De Clairmont,TN,46444.22,16,810,66,266307.05,3.1,6186.22,64567.24,1.39,Denied
Annnora,Crowson,GA,27480.22,19,689,84,369448.02,3.7,-12.21,64765.0,2.36,Denied
Armando,Christofor,MN,53965.56,9,536,40,85967.58,2.9,2696.82,27498.12,0.51,Denied
Cheri,Conibeer,OH,46986.49,6,642,40,333052.0,2.9,938.38,33690.25,0.72,Denied
Alfonse,Carlin,DC,27580.59,18,669,45,383333.41,3.6,536.35,73688.53,2.67,Denied
Nichol,Petrie,NV,52582.15,30,696,56,261196.1,3.2,6640.13,46248.63,0.88,Denied
Eveline,Dellenbrok,DC,38509.75,28,643,77,361624.13,2.5,1920.21,13410.15,0.35,Approved
Caspar,McGaugey,CA,46229.85,29,789,23,137705.99,3.5,-970.99,19496.05,0.42,Denied
Christyna,McClaughlin,VA,55285.32,18,459,55,305769.21,2.8,731.25,10131.83,0.18,Approved
Rene,Nana,CA,38876.67,30,749,84,60587.79,2.7,7193.77,13757.59,0.35,Approved
Les,Merriott,TX,38041.45,25,377,77,444846.7,3.5,3646.87,26917.87,0.71,Denied
Ferris,Bolter,NC,54902.66,1,551,38,327492.36,3.7,4875.32,52476.69,0.96,Denied
Jay,Hurleston,DC,26971.38,14,360,21,374051.03,3.8,4345.61,22016.07,0.82,Denied
Othella,Standering,FL,45588.02,22,451,46,391864.78,3.0,2559.92,48154.64,1.06,Denied
Marcel,Runacres,NV,30271.85,2,554,38,470633.03,3.7,5519.68,52960.06,1.75,Denied
Melody,Turbern,CT,40671.03,1,676,27,317208.6,2.7,4846.09,69698.38,1.71,Denied
Meade,Depport,IA,38489.48,22,833,53,53229.41,3.3,3369.08,50489.99,1.31,Denied
Isaiah,MacCracken,FL,46142.3,26,574,45,82036.55,3.1,1058.31,59794.6,1.3,Denied
Jobie,Edmeades,SD,35885.68,22,744,61,206768.85,3.0,2206.48,25104.75,0.7,Denied
Rosamund,Duffil,FL,38502.95,13,703,78,360043.17,2.5,7807.63,34500.75,0.9,Denied
Jasmina,Zold,PA,57561.97,28,417,81,282097.22,3.0,140.52,29793.04,0.52,Denied
Giovanni,Hadlow,MI,44913.33,30,401,71,480349.15,3.6,5152.67,32547.42,0.72,Denied
Geoffrey,Szach,IA,41901.65,8,716,37,402226.55,3.5,8604.0,24419.12,0.58,Denied
Keelby,Marians,SD,44217.53,2,451,74,104002.6,3.8,6566.1,46325.1,1.05,Denied
Sanderson,Buske,KY,41815.85,20,360,77,244340.05,2.9,2771.93,25069.19,0.6,Denied
Ileana,Gobeaux,NY,40064.27,9,676,36,249756.69,3.5,1205.88,34908.83,0.87,Denied
Fifi,McDonand,GA,37576.79,27,380,77,164924.42,3.6,6877.12,26892.67,0.72,Denied
Hieronymus,Chaloner,CO,56970.94,1,831,31,90.67,3.7,1774.72,70180.19,1.23,Denied
Isadora,Brettle,CA,47551.92,30,735,40,451981.02,2.6,9466.24,58177.55,1.22,Denied
Faun,Guilloux,GA,30292.43,26,743,83,381145.53,2.5,6495.06,34374.6,1.13,Denied
Roby,Carletti,WI,56288.86,12,759,47,401309.84,3.1,4380.01,23233.15,0.41,Denied
Reena,Beevers,TX,51240.43,18,545,73,463015.54,3.6,2598.71,43992.8,0.86,Denied
Dwain,O'Doghesty,CA,57790.33,3,774,79,246239.69,3.0,3284.46,50474.46,0.87,Denied
Sidnee,Fransseni,WV,45641.6,25,495,65,223170.38,3.5,739.32,41772.85,0.92,Denied
Shaw,Garci,TX,54454.02,20,617,25,495213.13,2.6,2005.98,66574.39,1.22,Denied
Marshal,Caldron,VA,44645.56,10,676,51,409528.1,3.3,-802.92,2645.05,0.06,Approved
Elyse,Whatsize,MO,47582.76,9,395,51,11112.51,3.2,4030.08,6692.5,0.14,Approved
Nadeen,Vedenisov,OH,32468.84,15,686,65,10468.61,3.3,4634.53,68139.19,2.1,Denied
Tresa,Hazley,OH,59627.48,26,394,22,103860.28,3.1,4055.31,26543.31,0.45,Denied
Anitra,Boaler,FL,31376.88,17,803,18,191819.18,3.1,4367.77,71563.34,2.28,Denied
Desiri,Boxell,FL,59868.04,9,451,19,119876.27,3.3,7158.47,67891.1,1.13,Denied
Dar,Footer,NC,41237.2,19,647,49,482638.37,3.2,7412.02,43854.57,1.06,Denied
Jannelle,Shoubridge,CA,47930.96,2,763,69,310297.19,3.5,1519.69,56671.56,1.18,Denied
Alena,Ecles,OH,36415.2,5,662,23,126703.34,3.7,3830.6,30248.36,0.83,Denied
Vern,Janway,CA,37283.45,19,770,33,83694.22,4.0,9231.94,24548.45,0.66,Denied
Melosa,Anney,TN,28925.69,16,385,62,339224.74,3.3,4577.13,28744.16,0.99,Denied
Ilsa,Lauret,TX,54380.56,14,767,72,253523.23,3.8,-141.39,41844.42,0.77,Denied
Any,Tugwell,DC,57608.58,17,541,75,91875.0,3.7,473.06,62674.87,1.09,Denied
Ilse,Clunie,AL,37896.38,20,516,71,358175.89,2.9,8390.22,56241.51,1.48,Denied
Irvine,Wisniewski,PA,30998.63,23,744,75,3027.86,3.6,1486.19,49112.79,1.58,Denied
Hewett,Vischi,CT,59093.36,4,618,52,396596.25,3.3,6401.52,34136.53,0.58,Denied
Vivianna,Lowdes,GA,51755.09,4,511,42,477452.65,2.9,9164.99,10804.56,0.21,Approved
Bancroft,Antosch,GA,44025.02,2,684,67,375168.26,3.9,6041.6,7042.98,0.16,Approved
Granville,Schops,TX,57511.99,11,576,24,85834.08,3.8,7404.5,33334.76,0.58,Denied
Claiborn,Fawdrie,MN,54505.02,7,387,37,219255.85,3.1,9000.18,4517.34,0.08,Approved
Mervin,Guyer,MN,43315.7,22,460,19,403750.03,3.0,361.28,25048.56,0.58,Denied
Patric,Babin,IL,37194.82,12,398,65,343209.36,3.9,884.3,44024.83,1.18,Denied
Son,Feldmann,NY,43454.32,22,453,66,447514.74,3.2,2223.6,73766.43,1.7,Denied
Annnora,Aslen,AL,46479.79,18,700,22,493921.77,3.9,745.46,50534.28,1.09,Denied
Paule,Searchfield,NY,59504.83,1,382,70,252773.69,3.7,7987.72,68029.59,1.14,Denied
Trixie,Huton,MN,32117.75,3,533,83,269493.0,3.0,5376.65,21619.22,0.67,Denied
Sterne,Gilliver,CA,28349.26,18,352,47,172784.74,3.7,306.47,14549.04,0.51,Denied
Kate,Pettyfar,WA,57697.07,28,372,40,229076.95,3.6,759.01,55732.25,0.97,Denied
Orren,Widdison,AL,32737.67,19,634,20,276926.55,3.7,9048.07,17653.95,0.54,Denied
Cordie,Godard,GA,37150.23,3,713,76,274525.96,2.9,3041.4,34132.63,0.92,Denied
Hammad,Buard,CA,49470.58,15,804,56,37224.06,3.5,1626.75,55214.26,1.12,Denied
Viva,Ofen,IL,29305.33,28,696,55,57449.84,3.2,9993.92,37988.56,1.3,Denied
Oren,Largent,TX,27392.33,16,522,57,124528.5,3.7,-630.22,71425.19,2.61,Denied
Nilson,Maroney,MI,53553.87,19,596,55,34685.13,3.8,2911.76,16192.62,0.3,Approved
Rosy,Swett,CT,53827.37,5,519,71,173318.13,2.8,6454.22,47493.64,0.88,Denied
Cordelie,Capstake,TX,41426.18,27,617,78,106055.83,3.7,5173.15,53424.99,1.29,Denied
Jude,Elsie,MI,43883.18,2,665,28,159844.03,3.0,2983.47,32991.2,0.75,Denied
Mallory,McCalister,NC,33012.89,12,552,74,422029.89,3.1,-671.32,47233.99,1.43,Denied
Alanna,Maddams,CT,32203.14,28,497,70,403551.65,3.7,4895.78,72814.41,2.26,Denied
Stanislaus,Bourget,CA,44659.7,23,483,50,259208.66,3.6,34.99,9619.84,0.22,Approved
Alleyn,Kain,FL,58282.9,11,769,31,250306.43,3.8,2596.39,3414.34,0.06,Approved
Tobin,McGarrell,MN,44730.12,20,380,70,190644.21,4.0,7177.62,50507.05,1.13,Denied
Glennis,Brigham,TX,59985.51,16,761,38,498098.67,2.7,3110.63,16481.34,0.27,Approved
Nathalia,Sperling,TX,31802.23,16,468,50,323880.37,3.1,8407.22,53454.16,1.68,Denied
Cart,Keuntje,TX,31461.54,23,403,35,349692.78,3.0,7949.86,54742.22,1.74,Denied
Clayborne,Drejer,NY,33551.48,8,757,82,240174.31,4.0,9750.32,59131.33,1.76,Denied
Hughie,Boole,MT,51903.54,9,699,18,411661.88,2.8,-816.3,72517.74,1.4,Denied
Aaren,Woolacott,DC,54509.87,16,490,48,133202.95,3.9,3756.21,10233.29,0.19,Approved
Haskel,Wreakes,NC,41159.61,19,601,23,106593.53,3.3,6288.05,72091.01,1.75,Denied
Clive,Flaxon,NY,53158.22,8,694,38,385720.63,2.5,9131.88,17973.55,0.34,Approved
Rochester,Butterfint,IA,56318.08,14,652,81,166057.75,2.8,-568.45,57812.09,1.03,Denied
Caty,Baudassi,CA,47607.58,29,505,25,356954.86,2.7,5798.68,30807.23,0.65,Denied
Abigail,Darrach,TX,58299.53,7,713,33,100185.71,3.1,8159.85,42983.87,0.74,Denied
Don,Langran,CT,44916.81,8,538,41,452900.37,3.0,8741.76,47847.19,1.07,Denied
Ramon,Midghall,WI,40280.84,22,470,71,235812.0,3.5,1904.44,18111.9,0.45,Denied
Hedy,Baudrey,FL,48106.36,24,454,74,164571.68,2.7,549.63,39798.74,0.83,Denied
Elayne,Wogden,NY,55880.32,17,802,68,331104.49,3.0,5532.12,71187.72,1.27,Denied
Hans,Dunham,AL,34595.51,8,533,53,103465.28,2.9,2364.95,14869.4,0.43,Denied
Finn,Terbrugge,SC,47952.52,11,723,37,435289.8,2.7,294.55,20924.96,0.44,Denied
Carolyn,Kendred,NY,57843.13,9,811,21,476718.39,3.4,2962.14,16946.03,0.29,Approved
Howie,Eddis,OH,45521.2,29,765,47,335023.78,3.9,8354.01,32306.7,0.71,Denied
Christopher,Czapla,AR,32630.83,8,391,77,121569.7,3.4,160.49,45533.02,1.4,Denied
Tedman,Belshaw,GA,54445.92,4,432,24,439836.89,2.9,1681.48,51307.38,0.94,Denied
Ramona,Trobey,NY,56804.0,22,844,30,30805.45,2.9,594.56,2678.23,0.05,Approved
Somerset,Hembling,MI,53907.22,3,624,51,426842.52,3.9,6437.45,55772.11,1.03,Denied
Ferdie,Lineker,DC,48965.64,1,511,35,481329.3,2.8,6751.37,63720.54,1.3,Denied
Gage,Smy,WA,42417.77,20,682,52,299617.89,3.0,6112.84,19987.08,0.47,Denied
Ike,Midner,ND,38115.49,18,712,40,316466.4,4.0,7538.35,52109.99,1.37,Denied
Rosetta,McConnulty,KY,34294.78,29,455,33,276104.08,3.9,7274.19,13060.12,0.38,Denied
Vassili,Seymark,NE,47462.62,18,603,79,456315.76,3.7,7370.29,59690.64,1.26,Denied
Gratiana,Ellam,PA,50821.02,6,416,35,45388.27,3.2,5777.96,16167.06,0.32,Approved
Rutherford,Sweeten,FL,32529.57,5,725,81,460411.31,3.0,9916.29,56165.05,1.73,Denied
Odey,Lynde,GA,58189.71,29,423,80,45560.65,3.0,6353.63,21908.43,0.38,Denied
Bendicty,Walpole,KY,28028.34,26,646,22,490093.82,3.0,51.55,12703.28,0.45,Denied
Ansley,Shailer,MD,42108.11,23,366,24,107788.8,3.1,5902.32,37128.61,0.88,Denied
Roseann,Northedge,TX,57007.64,1,729,73,411761.15,3.6,5138.85,26565.84,0.47,Denied
Patti,Halleday,OH,46908.11,11,771,25,496433.39,3.1,8410.49,8723.44,0.19,Approved
Hortensia,Geratasch,OH,54264.38,5,430,38,471192.22,3.4,608.17,73013.03,1.35,Denied
Arabela,Dabling,PA,29414.81,29,730,22,337701.33,3.3,6994.43,47195.83,1.6,Denied
Humbert,Acreman,CA,57146.5,23,640,74,445548.54,3.8,6006.77,8587.08,0.15,Approved
Linc,Glusby,MN,51058.3,27,738,24,51377.17,2.6,5301.92,60994.89,1.19,Denied
Jori,Borg,CA,52033.68,11,511,21,15083.19,3.3,3296.89,64597.29,1.24,Denied
Raquel,Dalgarno,PA,58641.9,5,672,34,243127.2,3.2,9689.27,71705.79,1.22,Denied
Avivah,Jencey,FL,31590.93,16,362,60,316348.41,3.7,2808.4,11216.04,0.36,Approved
Sena,Mathou,NY,53525.03,2,818,75,25227.8,2.7,9716.15,57874.3,1.08,Denied
Belita,Smeed,LA,48301.45,17,747,33,187665.18,3.6,7516.78,19941.88,0.41,Denied
Mitch,Hurdedge,TX,46099.04,5,811,22,86188.92,2.7,2428.99,14860.7,0.32,Approved
Mayor,Cregeen,MO,49180.54,14,511,19,98357.31,3.2,3850.08,62817.98,1.28,Denied
Roselin,Rontsch,WA,38850.67,15,547,33,265578.77,2.8,351.08,36776.94,0.95,Denied
Hoyt,Harhoff,CA,33385.12,24,425,68,341605.75,4.0,3998.96,48970.52,1.47,Denied
Mickie,Pavlata,IN,30784.98,16,611,54,221897.15,3.2,118.03,8597.5,0.28,Approved
Geoffrey,Bushnell,HI,57268.25,23,726,81,426917.44,3.2,3573.76,30268.16,0.53,Denied
Miltie,Siley,TX,40776.64,21,418,70,358635.14,4.0,7007.54,9486.89,0.23,Approved
Nanon,Murrhardt,TX,28568.48,22,607,45,43959.58,3.8,3416.85,27850.46,0.97,Denied
Benedikt,Ferrige,FL,27401.03,13,417,54,21751.62,3.0,-349.09,17191.8,0.63,Denied
Hinze,Roan,CA,33333.25,18,494,19,22599.51,2.9,9589.77,56385.12,1.69,Denied
Heall,Rundle,UT,27387.52,12,780,48,63260.16,2.9,5366.54,227.01,0.01,Approved
Kin,Woofenden,IA,50594.0,23,555,81,314456.77,4.0,1436.76,56235.56,1.11,Denied
Dulcea,Spilstead,PA,44250.14,12,451,50,193980.03,3.8,6992.4,60771.99,1.37,Denied
Taryn,Adam,CA,44738.14,16,365,77,144885.56,4.0,4327.86,37629.59,0.84,Denied
Hasheem,Rollo,DC,59065.28,26,759,44,415004.16,3.7,8736.47,21180.22,0.36,Approved
Nicko,Odda,TX,40245.68,2,586,66,25601.56,2.8,6545.76,73067.01,1.82,Denied
Katlin,Roft,FL,52441.6,30,680,72,122706.68,4.0,3879.1,47560.0,0.91,Denied
Rip,Young,NY,40567.25,5,649,71,303422.48,3.9,-599.2,39890.61,0.98,Denied
Jacynth,O'Geneay,FL,32816.35,24,578,73,107493.36,2.6,7630.29,49181.72,1.5,Denied
Lizzy,McLarens,LA,36644.78,13,534,22,228030.06,3.9,312.99,66815.49,1.82,Denied
Angeline,Blight,NY,56051.97,19,759,68,367613.33,2.7,2088.93,9371.17,0.17,Approved
Alphonse,Dizlie,CA,55427.25,5,599,18,351501.67,2.9,3759.93,28377.35,0.51,Denied
Hi,Jensen,NC,32118.31,14,698,45,57873.13,3.7,-227.72,62878.81,1.96,Denied
Kariotta,Pickett,MD,40795.76,25,403,52,213471.5,2.8,6923.11,19189.02,0.47,Denied
Winnifred,Shorto,DC,38049.16,20,613,20,409818.06,2.6,3670.14,18488.21,0.49,Denied
Kylynn,Statham,LA,42716.39,18,539,37,196715.99,3.1,5032.47,69059.49,1.62,Denied
Hephzibah,Robus,TX,59016.09,23,391,30,362076.69,2.8,668.5,43112.45,0.73,Denied
Ellsworth,Derrington,TX,54690.36,15,496,31,177396.35,3.6,1820.07,51309.29,0.94,Denied
Giordano,Busain,AZ,44310.08,22,641,51,181342.87,2.5,1130.41,28176.47,0.64,Denied
Timmie,Sindell,KS,26732.21,23,622,25,95920.26,2.7,6314.78,26855.22,1.0,Denied
Iosep,Renehan,NY,47626.49,22,410,74,96070.91,2.7,4255.09,70428.75,1.48,Denied
Clarissa,McDuall,VA,27428.08,25,836,67,145460.15,3.4,1759.36,61116.58,2.23,Denied
Genovera,Gapper,VA,59415.07,20,576,27,104245.75,2.8,1576.21,67451.26,1.14,Denied
Iorgo,Locarno,IL,39689.98,20,723,61,336288.6,3.4,8079.89,11005.59,0.28,Approved
Cele,Juster,TX,40100.87,23,798,44,85023.22,3.3,9614.81,57597.3,1.44,Denied
Erhard,Murphey,OR,33268.37,6,507,39,447271.94,2.9,-624.55,26622.54,0.8,Denied
Brice,Billion,CO,48670.06,29,798,83,302302.69,3.9,558.15,72145.71,1.48,Denied
Jazmin,Colliar,NY,38915.01,11,415,67,280048.97,2.6,1282.37,68967.47,1.77,Denied
Maggi,Allston,TX,39454.33,5,426,28,341022.51,3.6,1722.12,16421.98,0.42,Denied
Joice,Rainbird,OH,28964.1,28,480,54,368943.12,3.5,1086.19,13597.66,0.47,Denied
Prudi,Feldklein,KS,59930.18,26,800,45,477406.93,3.7,3457.41,42717.39,0.71,Denied
Stewart,Weller,FL,38461.4,8,674,23,120499.7,3.5,711.45,6004.75,0.16,Approved
Liane,Fittis,WI,56523.22,29,387,46,411584.99,3.8,3319.44,23801.93,0.42,Denied
Kassandra,Nellis,NY,58520.04,6,760,49,264612.56,3.9,8534.62,50445.73,0.86,Denied
Emmerich,Lars,TX,39185.43,4,383,71,322909.67,3.7,2510.13,37502.69,0.96,Denied
Sheena,Power,CA,53382.48,20,774,24,78520.25,3.8,6622.6,21823.26,0.41,Denied
Jo,Matessian,UT,27108.47,3,515,69,62775.46,4.0,8170.05,27495.76,1.01,Denied
Dudley,Bucknall,LA,33580.89,15,629,81,333421.22,3.8,2851.67,30850.31,0.92,Denied
Wiatt,Tinner,WA,41248.48,18,532,41,491924.69,4.0,9562.83,49306.11,1.2,Denied
Dom,Baldree,PA,27004.57,19,694,53,294131.04,2.8,-740.3,12265.99,0.45,Denied
Fina,Aulton,WA,46859.38,27,739,31,142513.8,3.2,2106.73,58040.7,1.24,Denied
Meghan,Douberday,MN,41605.73,26,711,31,84242.63,3.5,699.39,30602.5,0.74,Denied
Jacquenetta,Grinyakin,CA,43326.19,21,715,37,223678.85,2.9,8692.31,61825.58,1.43,Denied
Angel,Lassen,LA,36173.8,22,423,41,136033.43,2.8,5952.33,40131.66,1.11,Denied
Pier,Cowup,TN,42197.52,9,496,58,492877.16,3.2,3637.83,41830.64,0.99,Denied
Patrizio,Strute,IN,53099.06,21,652,59,404606.73,3.1,5573.58,7597.06,0.14,Approved
Meredith,Custy,CA,28153.89,27,485,41,432951.86,3.1,2824.22,52363.31,1.86,Denied
Clem,Stelljes,IL,47758.12,1,734,61,30455.62,3.6,4456.14,14621.68,0.31,Approved
Fitzgerald,Linwood,VT,31274.1,17,688,72,303621.92,3.0,2019.08,39472.61,1.26,Denied
Darrin,Spoerl,CA,59184.51,23,613,42,323957.85,3.2,7172.33,70012.09,1.18,Denied
Merralee,Mighele,IA,34953.32,7,795,72,254704.62,4.0,110.35,72794.14,2.08,Denied
Vivianna,Pimblett,AL,51329.64,14,645,62,365379.64,2.9,8322.23,737.09,0.01,Approved
Linell,Colliber,FL,49368.49,10,572,24,70101.68,2.6,2283.42,57603.07,1.17,Denied
Austen,Theobold,IL,50469.31,30,422,79,483946.19,3.0,62.47,45566.7,0.9,Denied
Lanny,McKelloch,NY,30770.0,1,724,75,71552.71,3.8,3972.23,51410.74,1.67,Denied
Eberhard,Sonley,TX,45352.87,23,733,81,317502.17,3.0,1940.34,36171.94,0.8,Denied
Patsy,Atcock,IA,48898.45,9,417,53,23929.16,3.5,9254.17,22250.14,0.46,Denied
Swen,Stancer,CA,56564.07,19,700,65,398961.15,3.1,7858.03,36378.06,0.64,Denied
Ursulina,Payley,OK,34249.08,8,669,19,405306.65,2.5,492.96,41523.74,1.21,Denied
Raven,Mc Giffin,KY,58807.26,22,698,43,308507.4,4.0,35.38,42946.76,0.73,Denied
Chaddy,Hewes,DC,35097.12,24,525,47,174031.52,2.5,8188.79,29194.64,0.83,Denied
Brandie,Lowndes,AL,42558.99,27,531,28,446551.67,3.9,4111.63,1601.48,0.04,Approved
Gerrard,Focke,DC,58067.89,30,533,69,118906.05,2.8,2037.89,64397.25,1.11,Denied
Charlotta,McCosh,CA,27580.93,24,469,64,155502.14,3.9,-637.94,65788.43,2.39,Denied
Ermanno,Jennaroy,TX,51981.46,25,654,41,62417.99,2.7,2422.11,32685.91,0.63,Denied
Nonah,Mingaye,FL,28683.03,23,732,50,32591.95,3.1,9749.15,23083.93,0.8,Denied
Wain,Dods,FL,46400.24,1,534,76,24083.45,2.5,3779.76,55627.32,1.2,Denied
Ripley,Zammitt,WV,59455.07,29,478,47,300912.5,3.5,7527.0,32654.2,0.55,Denied
Allan,Quadling,AZ,57702.44,14,439,20,424347.96,3.8,3735.24,35128.1,0.61,Denied
Carree,Goldis,CA,50008.9,10,723,71,77486.21,3.1,-352.77,65968.9,1.32,Denied
Ayn,Axford,CA,48593.93,15,615,51,366486.57,3.8,7143.09,32366.75,0.67,Denied
Kristin,Auguste,TX,58764.5,20,740,38,114391.76,4.0,7496.97,40983.96,0.7,Denied
Kort,Adne,FL,39701.14,10,677,35,185174.79,3.4,7794.28,7133.86,0.18,Approved
Libbie,Kleehuhler,CA,58272.32,19,735,58,28335.95,2.9,9132.41,56069.82,0.96,Denied
Georgina,Bridgement,KY,45888.41,28,642,76,74110.6,3.3,-326.3,33827.03,0.74,Denied
Kerry,Coull,DE,30303.53,3,835,70,355202.21,2.6,6971.26,12256.47,0.4,Denied
Carrie,Reboulet,TX,51047.31,13,724,79,486951.74,3.9,-344.4,66191.86,1.3,Denied
Brian,Neiland,WI,59635.87,19,660,20,260202.95,3.5,2703.58,22813.1,0.38,Denied
Alvis,Layzell,VA,29405.6,8,587,30,173478.49,3.7,8739.72,4588.44,0.16,Approved
Matthus,Cahillane,IN,41887.81,5,475,57,495606.92,2.7,-137.51,72223.77,1.72,Denied
Englebert,Ramalho,NY,33084.03,18,387,56,431856.03,3.9,5918.7,14125.68,0.43,Denied
Angel,Sapsed,SD,59951.14,22,395,23,498042.68,3.1,-279.43,20509.83,0.34,Approved
Rubie,Punch,NC,37854.41,8,400,50,395666.01,3.1,4644.15,54179.1,1.43,Denied
Desdemona,Barwis,MD,51074.74,4,766,71,497490.61,2.5,3063.95,38872.09,0.76,Denied
Tabatha,Beckerleg,TX,47729.44,28,496,61,413565.24,3.3,3190.17,61208.28,1.28,Denied
Suzette,Wikey,OH,47861.14,29,561,47,155912.6,3.6,7034.37,3323.72,0.07,Approved
Zed,Blabey,FL,46968.43,16,713,32,365710.09,3.2,11.07,20140.44,0.43,Denied
Webster,Chaffyn,OH,26539.7,11,708,44,140521.43,3.8,7776.44,27931.04,1.05,Denied
Tyne,Daines,NC,36287.04,25,737,64,470796.24,3.7,2601.39,37228.8,1.03,Denied
Elenore,Phythien,FL,39926.16,19,621,37,245900.5,2.7,6280.99,47732.14,1.2,Denied
Francesco,Neasham,PA,34653.75,26,746,72,498512.76,3.9,-17.01,44705.89,1.29,Denied
Keslie,Snelson,TX,29309.06,17,381,63,50545.25,3.0,8152.9,64922.04,2.22,Denied
Joane,Fredi,TX,31788.85,2,726,80,432727.5,3.3,6480.19,73760.81,2.32,Denied
Sapphire,Bickley,MO,33139.1,6,741,51,45880.33,3.7,9252.13,55929.05,1.69,Denied
Dolores,Jepps,IN,31709.3,14,820,63,393493.3,2.7,7174.68,44532.39,1.4,Denied
Aldrich,Robichon,OK,55747.74,6,703,55,33632.92,3.7,4525.87,43175.61,0.77,Denied
Walther,Dacre,KS,45706.83,18,485,44,433630.96,3.6,162.97,13961.85,0.31,Approved
Ezequiel,Littlepage,PA,50483.06,9,664,41,7639.24,3.7,1037.27,56056.89,1.11,Denied
Margarette,Hambric,PA,36069.58,18,718,45,18351.96,3.5,4311.15,29411.75,0.82,Denied
Alissa,McGaugan,PA,59548.86,30,844,38,200601.97,2.7,2465.65,59997.73,1.01,Denied
Sybila,John,NY,45312.87,5,418,31,446740.3,3.5,661.31,4265.19,0.09,Approved
Dareen,Reeman,TX,31355.74,14,679,26,147115.09,2.7,7400.65,71889.28,2.29,Denied
Jeannie,Burdoun,OH,33970.02,10,817,57,222403.22,3.2,8652.49,42129.63,1.24,Denied
Lombard,Waliszek,TX,55592.14,8,411,47,418808.84,4.0,91.05,28706.59,0.52,Denied
Kaleena,Stockney,TX,55506.84,18,777,52,307115.42,3.7,2070.92,35077.67,0.63,Denied
Page,Grichukhin,CA,41291.87,7,672,40,161949.59,3.3,1652.95,26100.79,0.63,Denied
Fabio,Pounder,NM,55332.87,20,458,78,353128.26,3.8,7807.35,36561.11,0.66,Denied
Patricio,Chezelle,TN,28507.25,16,482,61,458288.77,2.7,4280.2,8082.49,0.28,Approved
Lind,Jimmison,NY,58687.22,1,607,47,133704.36,2.7,-432.44,63515.17,1.08,Denied
Holmes,Tortoise,NY,39742.84,13,604,48,411996.43,3.4,6595.3,25619.11,0.64,Denied
Bernard,Lucio,CT,47051.29,9,784,56,496764.8,3.7,7267.92,66979.29,1.42,Denied
Dionysus,Allwell,TX,59576.15,30,569,55,102835.6,3.9,2180.84,17863.87,0.3,Approved
Julius,Beevers,NC,52767.75,5,418,78,481813.03,3.5,843.52,44917.94,0.85,Denied
Cherrita,Barritt,NY,28076.85,22,700,84,424884.35,3.1,791.28,54368.29,1.94,Denied
Pace,De Gregario,OH,55221.1,4,670,41,242627.84,3.8,1537.83,71943.19,1.3,Denied
Ernesta,Crowhurst,NY,44887.21,16,398,42,474211.91,3.1,1863.92,31511.55,0.7,Denied
Janean,Rothschild,OR,43137.4,6,742,63,431918.06,3.9,6335.65,43875.28,1.02,Denied
Arne,Izzatt,SC,43013.78,15,780,53,80038.43,2.9,-374.3,58573.25,1.36,Denied
Jemmy,Shivell,TN,47661.02,10,741,30,257263.86,3.3,1842.62,72737.61,1.53,Denied
Merrick,McGinn,OR,50684.47,2,366,31,105582.24,3.9,988.6,25380.8,0.5,Denied
Glynis,Firbanks,DC,33541.45,10,801,79,434383.84,3.3,9105.14,16667.12,0.5,Denied
Codi,Weaben,CA,48941.95,2,780,50,415556.48,2.6,-42.06,45038.36,0.92,Denied
Georgine,Mulqueeny,FL,32300.28,19,489,24,362437.28,3.9,9695.41,623.34,0.02,Approved
Jannelle,Shellcross,CA,36983.03,21,638,41,21969.0,2.5,4294.88,16855.35,0.46,Denied
Chev,Norquay,CA,32426.62,10,471,22,246825.15,2.5,5156.44,16540.1,0.51,Denied
Benjamin,Kirkam,FL,47474.69,25,390,21,440288.19,3.0,752.8,37827.84,0.8,Denied
Eli,Cay,NY,55249.34,13,581,64,119582.24,3.6,117.89,25503.07,0.46,Denied
Danila,Wolfenden,AL,33631.05,6,414,68,290268.88,3.4,9581.71,21832.97,0.65,Denied
Ellwood,Dickerson,OH,51663.93,18,513,55,174783.53,3.9,2392.94,21366.36,0.41,Denied
Chickie,Toghill,FL,31715.97,13,610,54,332289.47,3.6,1268.87,48044.12,1.51,Denied
